,QuoteNumber,Original_Quote_Date,QuoteConversion_Flag,Field6,Field7,Field8,Field9,Field10,Field11,Field12,CoverageField1A,CoverageField1B,CoverageField2A,CoverageField2B,CoverageField3A,CoverageField3B,CoverageField4A,CoverageField4B,CoverageField5A,CoverageField5B,CoverageField6A,CoverageField6B,CoverageField8,CoverageField9,CoverageField11A,CoverageField11B,SalesField1A,SalesField1B,SalesField2A,SalesField2B,SalesField3,SalesField4,SalesField5,SalesField6,SalesField7,SalesField8,SalesField9,SalesField10,SalesField11,SalesField12,SalesField13,SalesField14,SalesField15,PersonalField1,PersonalField2,PersonalField4A,PersonalField4B,PersonalField5,PersonalField6,PersonalField7,PersonalField8,PersonalField9,PersonalField10A,PersonalField10B,PersonalField11,PersonalField12,PersonalField13,PersonalField14,PersonalField15,PersonalField16,PersonalField17,PersonalField18,PersonalField19,PersonalField22,PersonalField23,PersonalField24,PersonalField25,PersonalField26,PersonalField27,PersonalField28,PersonalField29,PersonalField30,PersonalField31,PersonalField32,PersonalField33,PersonalField34,PersonalField35,PersonalField36,PersonalField37,PersonalField38,PersonalField39,PersonalField40,PersonalField41,PersonalField42,PersonalField43,PersonalField44,PersonalField45,PersonalField46,PersonalField47,PersonalField48,PersonalField49,PersonalField50,PersonalField51,PersonalField52,PersonalField53,PersonalField54,PersonalField55,PersonalField56,PersonalField57,PersonalField58,PersonalField59,PersonalField60,PersonalField61,PersonalField62,PersonalField63,PersonalField64,PersonalField65,PersonalField66,PersonalField67,PersonalField68,PersonalField69,PersonalField70,PersonalField71,PersonalField72,PersonalField73,PersonalField74,PersonalField75,PersonalField76,PersonalField77,PersonalField78,PersonalField79,PersonalField80,PersonalField81,PersonalField82,PersonalField83,PersonalField84,PropertyField1A,PropertyField1B,PropertyField2A,PropertyField2B,PropertyField3,PropertyField4,PropertyField5,PropertyField6,PropertyField7,PropertyField8,PropertyField9,PropertyField10,PropertyField11A,PropertyField11B,PropertyField12,PropertyField13,PropertyField14,PropertyField15,PropertyField16A,PropertyField16B,PropertyField17,PropertyField18,PropertyField19,PropertyField20,PropertyField21A,PropertyField21B,PropertyField22,PropertyField23,PropertyField24A,PropertyField24B,PropertyField25,PropertyField26A,PropertyField26B,PropertyField27,PropertyField28,PropertyField29,PropertyField30,PropertyField31,PropertyField32,PropertyField33,PropertyField34,PropertyField35,PropertyField36,PropertyField37,PropertyField38,PropertyField39A,PropertyField39B,GeographicField1A,GeographicField1B,GeographicField2A,GeographicField2B,GeographicField3A,GeographicField3B,GeographicField4A,GeographicField4B,GeographicField5A,GeographicField5B,GeographicField6A,GeographicField6B,GeographicField7A,GeographicField7B,GeographicField8A,GeographicField8B,GeographicField9A,GeographicField9B,GeographicField10A,GeographicField10B,GeographicField11A,GeographicField11B,GeographicField12A,GeographicField12B,GeographicField13A,GeographicField13B,GeographicField14A,GeographicField14B,GeographicField15A,GeographicField15B,GeographicField16A,GeographicField16B,GeographicField17A,GeographicField17B,GeographicField18A,GeographicField18B,GeographicField19A,GeographicField19B,GeographicField20A,GeographicField20B,GeographicField21A,GeographicField21B,GeographicField22A,GeographicField22B,GeographicField23A,GeographicField23B,GeographicField24A,GeographicField24B,GeographicField25A,GeographicField25B,GeographicField26A,GeographicField26B,GeographicField27A,GeographicField27B,GeographicField28A,GeographicField28B,GeographicField29A,GeographicField29B,GeographicField30A,GeographicField30B,GeographicField31A,GeographicField31B,GeographicField32A,GeographicField32B,GeographicField33A,GeographicField33B,GeographicField34A,GeographicField34B,GeographicField35A,GeographicField35B,GeographicField36A,GeographicField36B,GeographicField37A,GeographicField37B,GeographicField38A,GeographicField38B,GeographicField39A,GeographicField39B,GeographicField40A,GeographicField40B,GeographicField41A,GeographicField41B,GeographicField42A,GeographicField42B,GeographicField43A,GeographicField43B,GeographicField44A,GeographicField44B,GeographicField45A,GeographicField45B,GeographicField46A,GeographicField46B,GeographicField47A,GeographicField47B,GeographicField48A,GeographicField48B,GeographicField49A,GeographicField49B,GeographicField50A,GeographicField50B,GeographicField51A,GeographicField51B,GeographicField52A,GeographicField52B,GeographicField53A,GeographicField53B,GeographicField54A,GeographicField54B,GeographicField55A,GeographicField55B,GeographicField56A,GeographicField56B,GeographicField57A,GeographicField57B,GeographicField58A,GeographicField58B,GeographicField59A,GeographicField59B,GeographicField60A,GeographicField60B,GeographicField61A,GeographicField61B,GeographicField62A,GeographicField62B,GeographicField63,GeographicField64
46150,76635,2013-11-13,1,B,25,0.9403,0.0006,965,1.02,N,7,11,7,11,10,16,6,10,13,22,25,25,T,J,4,7,3,7,3,10,1,4,3,20,T,29083,0,0,1,1,0,0,0,0,0,10,13,7,0,N,1,2,4,3,0,3,2,3,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,2.0,10,14,-1,15,N,N,Y,0,O,1,0,1,-1,21,2,2,C,2,9,17,0,2,0,0,6,10,2,1,10,14,2.0,6,7,6,B,,N,K,Y,G,Y,2,N,Y,N,16,20,6,13,13,12,12,14,13,14,-1,13,2,9,6,7,2,7,2,5,-1,25,2,9,4,7,2,8,-1,9,8,7,3,7,2,17,-1,7,3,7,5,13,-1,4,-1,15,-1,2,15,13,16,14,16,21,15,10,7,10,6,7,7,11,5,6,15,22,13,20,8,7,4,3,12,19,8,18,13,20,5,8,3,7,2,2,7,7,8,8,19,20,2,1,11,12,21,23,9,6,17,13,16,14,10,8,10,8,17,12,16,16,10,18,-1,10,11,9,14,17,12,14,-1,13,-1,16,-1,8,N,CA
52184,86847,2013-07-16,0,B,23,0.9403,0.0006,965,1.02,N,22,24,22,24,19,24,21,24,13,22,13,23,T,D,1,1,8,20,3,8,0,5,5,17,P,5316,0,0,0,0,0,0,0,0,0,-1,-1,7,0,N,1,2,6,13,0,1,2,2,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,2.0,5,8,-1,21,N,N,Y,0,O,0,0,1,-1,21,4,3,A,1,18,24,0,4,0,0,22,24,2,2,22,24,3.0,8,11,7,B,0.0,N,O,Y,H,N,2,N,N,N,8,7,6,12,16,15,23,24,24,25,-1,13,2,9,8,9,2,9,2,4,-1,25,2,9,5,8,2,9,-1,10,10,15,3,9,3,18,-1,10,3,5,4,10,-1,4,-1,15,-1,2,15,13,16,14,16,21,15,10,8,14,5,5,8,12,2,2,25,25,16,23,9,9,10,17,9,12,14,23,23,25,5,9,3,8,2,1,6,5,6,6,13,14,2,2,11,12,21,24,18,17,19,17,16,13,14,14,14,15,20,17,20,23,7,13,-1,15,9,6,16,20,9,10,-1,24,-1,2,-1,9,N,CA
168588,280943,2014-09-16,0,J,26,0.8928,0.0004,"1,113",1.2665,N,1,1,1,1,1,1,1,1,13,22,13,23,Y,K,25,25,6,16,20,25,1,5,5,11,P,19500,0,0,0,0,0,0,0,1,1,14,19,7,0,N,1,2,19,23,0,1,2,3,12,ZW,XU,XQ,XI,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,6,9,-1,6,N,N,Y,0,J,1,0,1,-1,21,4,0,B,1,1,1,0,1,0,0,1,1,2,1,2,1,1.0,6,6,10,B,,N,N,N,G,N,0,N,N,N,25,25,4,8,9,6,5,4,6,4,-1,23,3,10,23,23,6,16,6,14,-1,25,3,10,23,22,5,16,-1,10,24,23,7,15,2,11,-1,3,6,9,7,18,-1,4,-1,15,-1,10,21,23,19,21,10,13,24,25,2,1,12,18,4,3,1,1,1,1,6,8,2,1,2,2,5,3,17,24,1,1,1,1,13,22,19,18,4,3,10,12,9,6,1,1,19,21,6,5,11,8,23,24,20,20,7,5,7,5,16,11,6,3,4,8,-1,17,14,15,9,10,19,23,-1,2,-1,2,25,25,N,TX
60997,101567,2014-08-13,0,J,23,0.8928,0.0004,"1,113",1.2665,N,14,21,14,21,12,20,13,21,13,22,13,23,Y,F,5,9,25,25,22,25,1,5,5,11,T,27676,0,2,2,2,0,0,0,0,0,-1,-1,7,0,N,1,2,7,15,0,1,2,3,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,2.0,4,5,-1,16,N,N,Y,0,J,0,0,1,-1,21,4,2,C,4,5,10,1,2,1,0,14,21,2,1,19,23,3.0,7,9,4,B,0.0,N,K,Y,G,N,2,N,N,N,14,17,5,10,11,10,14,16,21,23,-1,23,13,22,22,22,14,22,19,22,-1,25,14,22,21,22,15,22,-1,20,23,23,11,21,2,5,-1,11,10,12,2,4,-1,7,-1,15,-1,24,19,20,13,10,7,10,16,14,5,6,18,24,1,1,9,14,3,2,12,19,2,1,5,6,2,1,3,5,1,1,4,5,1,1,12,7,2,1,21,23,1,1,11,17,2,1,8,14,15,13,19,18,15,11,20,22,20,22,20,18,15,15,4,6,-1,12,15,17,12,14,6,5,-1,12,-1,11,-1,18,N,TX
138089,229799,2014-11-13,0,J,26,0.887,0.0004,"1,113",1.2665,N,7,11,7,11,6,9,7,11,13,22,13,23,Y,G,9,17,13,23,14,24,1,5,5,11,T,36250,0,0,0,0,0,0,0,1,1,18,22,6,1,N,1,2,6,12,0,1,2,2,13,ZH,YF,ZN,XX,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,11,15,-1,6,N,N,Y,0,J,1,0,1,-1,21,4,2,C,1,6,12,1,2,0,0,7,11,2,1,11,17,1.0,18,23,10,B,,N,O,N,H,N,0,N,N,N,17,21,3,6,19,20,19,21,12,11,-1,14,25,25,24,25,25,25,21,24,-1,25,24,24,25,25,24,24,25,25,24,24,25,25,2,2,-1,3,11,13,5,15,-1,14,-1,15,-1,22,24,25,19,21,10,14,24,25,8,14,11,17,6,9,25,25,16,22,18,24,9,9,10,17,7,7,9,19,6,7,12,21,16,23,18,17,11,13,12,20,11,10,9,12,16,17,13,20,21,22,23,24,20,20,20,23,22,23,24,24,11,9,2,1,-1,4,17,20,11,13,16,20,-1,18,-1,9,-1,9,N,TX
91679,152759,2013-09-15,0,E,23,0.9489,0.0006,"1,480",1.3045,N,6,10,7,10,6,9,6,10,13,22,13,23,T,F,4,7,3,8,3,11,1,5,5,4,M,61262,1,0,0,0,0,0,0,1,1,10,13,7,0,N,1,2,9,18,0,1,2,2,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,2.0,6,9,-1,22,N,N,Y,0,R,0,0,1,-1,21,2,2,C,5,3,4,0,0,0,0,7,10,2,1,5,5,4.0,1,1,15,A,0.0,N,O,N,H,N,0,Y,N,N,7,5,13,23,4,2,6,6,12,12,-1,13,10,19,12,18,11,19,16,19,-1,25,9,18,13,18,10,18,-1,22,10,13,12,22,2,9,-1,16,20,19,5,14,-1,25,-1,23,-1,15,5,2,5,2,3,3,6,2,7,10,9,12,8,15,10,15,4,4,12,19,11,13,10,18,10,14,23,25,7,8,7,13,9,14,17,16,13,17,10,13,18,19,9,12,17,18,6,8,6,3,7,2,1,1,10,8,9,7,7,3,20,22,12,21,-1,22,14,14,21,24,12,14,-1,4,-1,13,-1,22,N,IL
142918,237883,2014-07-10,0,B,25,0.9153,0.0007,935,1.02,N,10,16,10,17,13,21,9,16,13,22,13,23,X,K,18,24,5,15,4,14,1,1,2,20,V,38878,0,0,0,0,0,0,0,1,1,22,24,7,0,N,1,2,5,5,0,2,2,1,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,2.0,25,25,-1,19,N,N,Y,0,D,0,0,1,-1,21,4,0,B,4,5,10,2,2,0,0,10,16,2,1,11,17,2.0,7,9,4,B,,N,O,Y,H,Y,2,N,N,N,11,13,7,14,15,15,14,16,5,3,-1,13,2,8,3,4,2,4,2,9,-1,25,2,4,2,3,2,3,-1,7,4,4,2,4,9,21,-1,13,4,8,6,17,-1,8,-1,15,-1,7,13,7,16,16,13,17,17,17,10,17,24,25,9,16,10,16,4,4,7,10,15,20,5,8,12,19,4,9,6,6,8,16,2,3,14,11,7,6,3,4,9,8,24,24,9,4,8,15,11,8,12,6,10,6,9,7,9,7,17,12,18,20,11,19,-1,14,17,20,8,7,20,23,-1,12,-1,4,-1,23,N,CA
31803,52973,2014-03-10,0,J,26,0.8922,0.0004,"1,113",1.2665,N,17,23,17,23,15,22,16,23,13,22,13,23,Y,G,4,7,25,25,13,23,1,5,5,11,K,22765,0,0,0,0,0,0,0,1,1,9,12,7,0,N,1,3,-1,-1,0,5,2,5,8,XX,YH,ZW,XF,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,3,4,-1,13,N,N,Y,0,J,1,0,1,-1,21,4,2,C,4,4,7,1,3,1,0,17,23,2,1,18,23,2.0,12,17,4,B,,N,K,Y,E,N,2,N,Y,N,8,8,11,21,14,13,12,14,13,14,-1,13,23,24,24,25,23,24,20,23,-1,25,25,25,25,25,25,25,-1,24,24,24,19,24,2,2,-1,6,11,13,5,15,-1,14,-1,15,-1,22,24,25,19,21,10,14,24,25,8,13,4,3,4,4,6,6,7,11,6,7,9,8,5,6,8,9,2,2,3,2,4,6,15,23,15,13,11,13,10,13,10,9,9,11,12,14,16,21,19,18,21,21,15,12,22,24,23,24,22,21,19,21,3,4,-1,8,17,20,15,19,6,4,-1,9,-1,3,-1,8,N,TX
23017,38377,2014-07-25,0,F,7,1.0006,0.004,548,1.2433,N,12,19,12,19,16,22,11,19,25,25,13,23,Y,G,6,11,3,9,2,3,1,4,3,11,V,60720,0,0,0,0,0,0,0,1,1,6,7,7,0,N,1,3,-1,-1,0,5,2,3,4,XR,XS,YP,XC,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,25,25,-1,6,N,N,Y,0,I,0,0,1,-1,22,1,0,B,4,19,24,1,3,2,0,12,19,2,1,9,13,2.5,4,3,19,B,,N,O,Y,H,N,2,N,Y,N,5,3,8,16,23,24,20,22,14,15,-1,16,4,13,9,13,5,13,5,12,-1,25,4,15,8,13,5,14,-1,13,9,11,5,12,2,12,-1,19,19,18,16,19,-1,20,-1,22,-1,12,16,13,12,8,8,11,14,8,14,21,13,20,12,22,5,5,22,25,11,18,23,25,14,23,25,25,6,13,25,25,13,22,10,17,24,23,14,19,12,19,24,25,11,17,25,25,7,12,21,21,18,16,25,25,11,9,11,10,22,22,7,4,4,6,-1,2,5,2,16,20,10,10,-1,24,-1,21,-1,8,N,NJ
105705,176228,2013-01-17,0,B,23,0.9219,0.0006,965,1.0,N,5,6,5,7,4,5,5,6,13,22,13,23,T,J,5,10,4,12,5,17,1,5,5,23,Q,1832,0,1,1,1,0,0,0,1,1,2,2,6,1,N,1,3,-1,-1,0,5,2,3,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,3,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,3,0,0,0,0,1,2.0,14,18,-1,12,N,N,Y,0,D,0,0,1,-1,21,4,2,C,4,9,18,1,2,0,0,5,6,2,1,5,6,1.0,10,15,6,B,0.0,N,K,Y,G,Y,2,N,Y,N,11,13,3,5,15,15,6,5,12,12,-1,13,2,2,2,3,2,3,1,2,-1,25,2,5,2,4,2,3,-1,7,3,3,2,3,9,21,-1,2,2,1,2,2,-1,12,-1,15,-1,3,15,11,19,20,20,22,17,16,12,20,18,23,25,25,2,1,8,14,22,24,15,20,12,21,15,22,7,17,25,25,6,11,2,3,3,5,8,9,9,10,12,13,2,4,10,7,24,25,15,12,17,13,17,15,15,15,14,14,14,8,17,18,11,19,-1,17,15,17,21,24,16,20,-1,5,-1,23,-1,17,N,CA
110640,184322,2015-03-31,0,B,25,0.9153,0.0007,935,1.02,N,22,24,22,24,25,25,21,24,25,25,25,25,Y,D,3,5,7,18,2,5,1,5,5,20,P,45208,0,0,0,0,0,0,0,1,1,10,13,6,1,N,1,3,-1,-1,0,5,2,4,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,2.0,6,9,-1,23,Y,Y,Y,0,O,1,0,1,-1,21,4,3,C,4,19,24,1,2,1,0,22,24,2,9,12,18,2.0,8,11,13,B,,N,O,Y,H,Y,1,N,Y,N,1,1,4,7,19,20,20,22,17,20,-1,13,2,3,4,5,2,5,2,2,-1,25,2,6,3,6,2,6,-1,7,5,5,2,5,8,21,-1,5,3,4,3,9,-1,4,-1,15,-1,3,13,8,14,11,11,16,14,9,7,10,5,5,5,5,5,5,25,25,24,25,13,16,15,23,10,15,9,19,16,23,6,12,3,7,2,3,5,4,9,11,24,25,2,2,10,11,21,23,22,23,21,22,21,21,25,25,25,25,20,18,19,21,4,7,-1,2,14,14,11,13,14,18,-1,22,-1,10,-1,8,N,CA
10064,16681,2015-05-05,0,K,21,0.887,0.0004,"1,113",1.2665,Y,12,20,13,20,11,18,19,24,13,22,13,23,Y,G,6,11,11,22,7,20,1,5,5,11,P,13762,0,0,0,0,0,0,0,1,1,13,16,6,1,N,1,2,18,22,0,1,2,5,7,ZW,XV,YP,XC,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,3,4,-1,13,N,N,Y,0,D,1,0,1,-1,21,4,2,C,4,5,11,1,3,1,0,12,20,2,13,20,24,2.0,13,19,4,B,,N,M,N,G,N,0,N,N,N,17,21,3,7,7,5,12,13,13,14,-1,24,13,22,22,22,14,22,18,21,-1,25,14,21,21,22,15,21,-1,19,23,22,11,21,2,4,-1,7,9,11,3,8,-1,5,-1,15,-1,21,19,20,13,10,7,10,16,14,7,11,6,6,3,3,8,11,9,15,8,12,6,5,6,8,4,3,18,24,5,4,12,21,8,13,13,9,12,15,23,24,8,4,12,19,12,13,9,17,10,7,16,11,15,12,9,6,9,7,23,23,19,22,4,6,-1,7,11,8,13,16,5,4,-1,16,-1,4,-1,21,N,TX
37153,61739,2014-06-20,0,E,23,0.9392,0.0006,"1,487",1.3045,N,13,21,13,21,12,19,12,20,13,22,13,23,T,F,2,2,13,23,8,20,0,5,5,20,V,25680,0,0,0,0,0,0,0,0,0,-1,-1,6,1,N,1,2,24,24,0,1,2,2,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,2.0,6,9,-1,23,N,N,Y,0,N,0,0,1,-1,21,1,3,C,4,9,19,1,2,1,0,13,21,2,13,14,20,3.0,5,5,4,B,0.0,N,O,N,H,N,0,N,N,N,10,10,2,4,11,10,19,21,18,21,-1,13,9,17,11,17,9,17,15,18,-1,25,9,17,13,17,9,17,-1,18,9,12,8,17,2,7,-1,5,17,16,3,8,-1,23,25,25,-1,18,1,1,1,1,1,1,1,1,5,7,7,7,6,7,8,11,9,15,12,19,10,11,13,21,6,5,3,5,7,10,5,9,8,12,19,18,18,23,12,19,18,19,11,14,14,16,15,21,12,9,18,16,18,17,12,11,12,11,13,7,9,6,9,18,-1,12,18,21,19,23,13,15,-1,17,-1,16,-1,8,N,IL
236946,394974,2013-03-31,0,F,23,0.8945,0.0038,564,1.067,N,16,22,16,22,14,21,15,22,13,22,13,23,T,E,2,2,8,20,4,14,0,5,5,23,M,4065,1,0,1,1,0,1,1,0,0,-1,-1,6,1,N,1,3,-1,-1,0,5,2,2,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,3,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,3,0,0,0,0,1,2.0,14,19,-1,4,N,N,Y,0,D,0,0,1,-1,21,4,2,C,4,25,25,0,0,0,0,16,22,2,1,16,22,5.0,2,1,17,B,0.0,Y,O,Y,G,Y,1,N,Y,N,9,8,7,14,24,25,25,25,18,21,-1,17,4,13,9,13,5,13,5,12,-1,25,4,15,8,13,5,14,-1,13,9,11,5,12,2,13,-1,9,19,18,16,19,-1,20,-1,22,-1,12,21,23,19,22,21,24,17,17,14,21,12,19,14,23,15,22,14,21,7,10,23,25,8,13,19,24,5,10,25,25,11,20,11,19,24,24,16,21,11,18,23,24,11,15,21,24,7,12,24,25,23,24,25,25,16,17,17,18,24,24,13,11,2,1,-1,2,17,20,6,5,20,23,25,25,-1,22,-1,8,N,NJ
237470,395849,2013-11-06,0,B,25,0.9403,0.0006,965,1.02,N,6,9,6,9,5,7,5,8,13,22,13,23,T,D,5,8,2,4,3,7,1,5,5,24,P,26618,0,0,0,0,0,0,0,1,1,5,5,6,1,N,1,3,-1,-1,0,5,2,3,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,2.0,5,8,-1,21,N,N,Y,0,O,1,0,1,-1,21,4,2,A,1,4,8,1,2,1,0,6,9,2,1,5,7,2.0,4,3,4,B,,N,O,N,H,Y,2,N,Y,N,10,10,15,23,11,9,8,8,6,3,-1,13,1,1,8,9,2,8,2,6,-1,25,2,2,6,9,2,9,-1,7,10,15,3,9,2,13,-1,10,5,9,7,18,-1,14,-1,15,-1,9,16,14,24,24,21,23,24,24,10,17,19,24,8,14,10,16,9,15,5,6,11,13,6,9,9,12,6,13,8,11,7,14,8,12,18,17,10,12,3,3,11,11,24,25,10,10,5,3,11,8,14,8,6,3,14,15,13,12,8,3,17,18,15,22,-1,20,20,23,23,25,17,21,-1,9,-1,24,-1,16,N,CA
126912,211214,2013-10-23,0,B,25,0.9403,0.0006,965,1.02,N,9,15,9,16,8,14,9,15,13,22,13,23,X,K,19,24,3,5,2,3,0,5,4,7,T,16473,0,0,3,3,0,0,0,1,1,8,11,6,1,N,1,2,6,10,0,1,2,4,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,2.0,16,20,-1,3,N,N,Y,0,D,0,0,1,-1,21,1,1,A,1,8,16,1,2,0,0,7,12,2,10,8,11,1.0,14,20,10,B,,N,O,Y,H,Y,2,N,N,N,11,12,2,4,14,13,13,15,12,12,-1,13,2,9,6,7,2,7,2,5,-1,25,2,9,4,7,2,8,-1,9,8,7,3,7,2,17,-1,6,2,4,3,7,-1,4,-1,15,-1,2,15,13,16,14,16,21,15,10,7,12,7,8,4,4,10,17,13,20,13,20,11,13,8,14,9,13,25,25,10,16,4,5,3,6,2,2,3,2,7,7,9,8,2,1,11,12,22,25,14,12,15,10,11,6,17,18,16,18,16,11,23,24,10,19,-1,21,20,23,16,20,9,9,-1,12,-1,21,-1,8,N,CA
53861,89605,2014-09-29,1,B,25,0.9153,0.0007,935,1.02,N,6,9,6,9,5,7,6,8,13,22,13,23,Y,E,10,19,2,4,3,8,1,3,4,11,V,66158,0,2,2,2,1,1,1,1,1,9,12,6,1,N,1,2,5,5,0,2,2,2,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,2.0,16,21,-1,19,N,N,Y,0,O,1,0,1,-1,21,4,2,C,1,8,16,1,2,0,0,6,9,2,1,3,3,1.0,8,11,10,B,,N,M,Y,F,Y,2,N,Y,N,5,4,18,24,14,13,2,2,17,19,-1,13,2,6,4,6,2,6,2,8,-1,25,2,4,3,5,2,5,-1,7,6,6,2,6,25,25,-1,25,9,11,15,19,-1,8,-1,15,-1,7,17,16,19,22,16,19,21,20,15,22,13,20,8,15,17,23,5,6,9,14,17,22,2,2,11,16,4,7,7,10,7,14,2,5,14,11,8,9,1,1,9,6,21,23,9,4,9,18,11,9,19,17,16,13,10,9,9,7,6,2,17,19,17,23,-1,23,13,13,15,19,6,5,-1,2,-1,15,-1,21,N,CA
118920,198042,2014-09-16,0,J,26,0.8928,0.0004,"1,113",1.2665,N,16,22,16,22,14,21,15,22,13,22,13,23,Y,G,4,8,13,23,7,19,1,5,5,11,P,62389,0,0,0,0,0,0,0,1,1,16,20,6,1,N,1,2,10,19,0,1,2,2,7,YF,XV,ZW,XZ,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,4,6,-1,10,N,N,Y,0,J,1,0,1,-1,21,4,2,C,4,6,13,1,2,1,0,16,22,2,1,16,21,2.0,10,15,4,B,,Y,K,N,G,N,0,N,N,N,9,8,4,9,15,14,21,23,18,20,-1,23,13,21,22,22,14,21,18,21,-1,25,14,21,21,22,15,21,-1,19,23,22,11,20,2,4,-1,12,10,12,3,8,-1,6,-1,15,-1,22,19,20,13,10,7,10,16,14,9,15,10,15,1,1,11,18,5,7,12,19,4,2,4,4,1,1,25,25,1,1,3,4,1,1,13,8,9,10,25,25,8,5,11,19,1,1,8,15,16,14,22,23,21,21,12,11,13,12,22,21,6,3,3,5,-1,10,17,19,6,4,9,9,-1,21,-1,6,-1,11,N,TX
